Product Name,Top Category,Category Name,Country,Brand,SKU_ARRAY,GTIN
Crown Premium Spaghetti Slim 20 X 500g,Food,Pasta & Noodles,Nigeria,CROWN,"[
  ""FMT-024"",
  ""RLG-037"",
  ""EXS-085"",
  ""PTF-077"",
  ""USW-009"",
  ""SAG-027"",
  ""FTV-003"",
  ""AAB-005"",
  ""AMR-005"",
  ""MSG-005"",
  ""DBV-005"",
  ""AMI-027"",
  ""DMF-003"",
  ""CFO-204"",
  ""SSD-134"",
  ""WTM-339"",
  ""STS-245"",
  ""IFS-053"",
  ""HSF-031"",
  ""UBG-002"",
  ""BSG-019"",
  ""UUT-003"",
  ""BGE-003"",
  ""OGN-003"",
  ""HKV-098"",
  ""DGR-016"",
  ""MUP-037"",
  ""FDL-005"",
  ""FGE-197"",
  ""WSE-197"",
  ""KVN-008"",
  ""AME-197"",
  ""TSM-019"",
  ""AMS-013"",
  ""TBM-080"",
  ""ONL-032"",
  ""AUG-001"",
  ""CBC-003"",
  ""RCB-003"",
  ""CEN-001"",
  ""NIE-017"",
  ""BBE-028"",
  ""MET-019"",
  ""DAM-009"",
  ""WKS-020"",
  ""OVN-005"",
  ""BVS-197"",
  ""UBS-011"",
  ""DGO-072"",
  ""EBF-072"",
  ""LKS-010"",
  ""IGL-072"",
  ""MIS-011"",
  ""DFV-072""
]",''
Mom's Pride Delicious Chicken Seasoning 36 X 100g,Food,Seasonings & Spices,Nigeria,Mom's Pride,"[
  ""OEN-028"",
  ""EBL-021"",
  ""AGI-022"",
  ""AAM-004"",
  ""HOM-028"",
  ""HKV-033"",
  ""YMR-014-4"",
  ""YMR-014-3"",
  ""YMR-014-2"",
  ""YMR-014-1"",
  ""YMR-014"",
  ""PTV-106"",
  ""NBC-005""
]",''
Fungyue For You Jollof Rice Seasoning 100 X 100g,Food,Seasonings & Spices,Nigeria,FungYue,"[
  ""EBL-029"",
  ""AGI-031"",
  ""HKV-042"",
  ""OBI-004""
]",''
Nutribom Infant Cereal (Oats) 16 X 350g,Baby And Toddler,Baby Formula,Nigeria,Nutribom,"[
  ""RRL-045""
]",7896018700557
Close Up Toothpaste Red 5 X 140g,Toiletries,Toothpaste,Nigeria,closeup,"[
  ""TSH-079"",
  ""AIL-013"",
  ""AGP-030"",
  ""LBV-329"",
  ""RHL-027"",
  ""MUB-007"",
  ""HRV-003"",
  ""CGT-043"",
  ""GTF-043"",
  ""ASW-008""
]",''
Vigrx Plus Male Virility Supplement 6 X 200mg,Toiletries,Vitamins & Supplements,Nigeria,Vigrx,"[
  ""BAS-057""
]",''
Yara Baby Diapers Size 2 (Mini 3 - 6kg) 4 X 40pcs,Baby And Toddler,Diapering,Nigeria,Yara,"[
  ""RRL-005""
]",''
Sweetco Mang-Oh Mango Candy 20 X 6g,Food,Sweets & Chocolate,Nigeria,Sweetco,"[
  ""BGS-196"",
  ""TIE-223"",
  ""BSB-161""
]",8858799700621
Oremiti Herbal Energizer 24 X 10cl,Beverages,Bitters,Nigeria,Oremiti,"[
  ""LAM-090""
]",''
Confam Alcoholic Bitters Pet 24 X 20cl,Beverages,Bitters,Nigeria,Confam,"[
  ""LAM-133"",
  ""OWO-044"",
  ""FGC-016"",
  ""JWE-010"",
  ""GGV-009"",
  ""LMB-010"",
  ""ONT-022"",
  ""DKP-022"",
  ""OKE-007"",
  ""RMH-007"",
  ""CIC-009"",
  ""DEM-009"",
  ""MTU-086"",
  ""TNG-011"",
  ""FIE-062"",
  ""EDB-098"",
  ""BRL-045"",
  ""SGN-010"",
  ""RGV-086""
]",''
Olive Oil Hair Relaxer X 4cartons,Toiletries,Haircare,Nigeria,Olive,"[
  ""SDF-016""
]",''
Arla Dano Cool Cow Instant Filled Milk Powder  260 X 12g,Food,Canned & Powdered Milk,Nigeria,Dano,"[
  ""JKA-101""
]",''
Tecno T301 Grey 128mb,Electronics,Mobile Phones,Nigeria,Tecno,"[
  ""MGP-041""
]",''
Infinix Zero X Pro Black 256gb,Electronics,Mobile Phones,Nigeria,Infinix,"[
  ""MGP-014""
]",''
Irish Spring Original Deoderant Soap 16 X 100g,Toiletries,Bar Soap,Nigeria,Irish Spring,"[
  ""IFJ-043""
]",0037000011117
La-Bon Seasoning Powder Stew And Jollof Rice Flavour 100 X 100g,Food,Seasonings & Spices,Nigeria,La-bon,"[
  ""AGI-044"",
  ""HKV-055""
]",4892875123623
Hypo Go Wipe O 24 X 500ml,Home & Garden,Household Disinfectants,Nigeria,Hypo,"[
  ""AJS-101"",
  ""SSS-101""
]",''
Demax Baby Diapers Xl 28 X 12 Kg,Baby And Toddler,Diapering,Nigeria,Demax,"[
  ""AGE-004""
]",''
Tetmosol Protect Plus Anticeptic Disinfectant    6 X 6 X 250ml,Toiletries,Bar Soap,Nigeria,Tetmosol,"[
  ""MAP-050""
]",''
Best Inferno Liqueur 24 X 200ml,Beverages,Liqueurs,Nigeria,Best,"[
  ""PGL-041"",
  ""NBL-019"",
  ""ENC-041""
]",5052598040013
Best Marula Fruit Cream Sachet 336 X 30ml,Beverages,Liqueurs,Nigeria,Best,"[
  ""PGL-029"",
  ""JWE-027"",
  ""PPV-008"",
  ""ONT-068"",
  ""DKP-068"",
  ""OTE-008"",
  ""GSM-008"",
  ""ENC-029""
]",''
Bua Premium Wheat Flour 1 X 50kg,Food,Flour,Nigeria,BUA FLOUR,"[
  ""NLV-004"",
  ""AAB-015"",
  ""AAA-013"",
  ""AMR-015"",
  ""SJE-017"",
  ""MSG-015"",
  ""BTP-003"",
  ""GON-003"",
  ""LBV-308"",
  ""HSF-088"",
  ""UBG-005"",
  ""NZG-012"",
  ""MRG-004"",
  ""HYK-003"",
  ""BUB-011"",
  ""BBE-080"",
  ""DAM-018"",
  ""WKS-034"",
  ""OLC-004""
]",8906016011029
Canoe Extra Care Laundry Bar Pure With Glycerine 24 X 230g,Home & Garden,Laundry Supplies,Nigeria,Canoe,"[
  ""ESV-021"",
  ""NGV-021"",
  ""OBV-018"",
  ""GPE-021"",
  ""MAP-034"",
  ""FIT-034"",
  ""WSE-315"",
  ""IIV-002"",
  ""GTF-049""
]",''
Vaseline Blue Seal Original Petroleum Jelly 5 X 250ml,Toiletries,Petroleum Jelly,Nigeria,Vaseline,"[
  ""KSM-007"",
  ""GCG-012"",
  ""FMS-012"",
  ""UCV-012""
]",6001087363855
Diva's Secret Beauty Soap 36 X 150g,Toiletries,Bar Soap,Nigeria,Diva's Secret,"[
  ""GCG-074""
]",''
Chivita Active Zest 10 X 1l,Beverages,Juice,Nigeria,Chivita,"[
  ""KOV-016"",
  ""MYJ-053"",
  ""RHL-059"",
  ""LNL-046"",
  ""EWG-080"",
  ""TUC-074"",
  ""PUM-072"",
  ""OEM-072"",
  ""JOV-035"",
  ""DEE-066""
]",''
Captain Jack Café Rum 36 X 12cl,Beverages,Rum,Nigeria,Captain Jack,"[
  ""ETS-022"",
  ""AIM-035"",
  ""TRK-022""
]",8716000962383
Men Sure Motionsense Quantum Dry Anti-Perspirant 24 X 50ml,Toiletries,Deodorant,Nigeria,Rexona,"[
  ""ADB-058"",
  ""GCG-010"",
  ""FMS-010"",
  ""UCV-010""
]",8712561597780
5 Star Tomato Paste 12 X 400g,Food,Tomato Paste,Nigeria,5 Star,"[
  ""FDE-035"",
  ""HKV-179"",
  ""CRG-054"",
  ""IFS-043""
]",''
Orijin Zero Non Alcoholic Can 24 X 330ml,Beverages,Fizzy Drinks,Nigeria,Orijin,"[
  ""BGN-019"",
  ""NGO-294"",
  ""ANC-127"",
  ""HNE-127"",
  ""FAB-127"",
  ""FOM-039""
]",''
Chivita Active Zest 10 X 500ml,Beverages,Juice,Nigeria,Chivita,"[
  ""SEI-071"",
  ""JOV-036"",
  ""AGA-022""
]",''
Mega Growth Anti-Damage No-Lye Relaxer Regular Strength 7 X 4 X 178g,Toiletries,Haircare,Nigeria,Mega Growth,"[
  ""SIS-415""
]",''
Tcb Naturals No Base Creme Relaxer With Natural Oils Regular 48 X 150g,Toiletries,Haircare,Nigeria,tcb naturals,"[
  ""SIS-399""
]",''
Tcb Naturals Leave-In Treatment With Shea Butter & Coconut Oil 12 X 550ml,Toiletries,Haircare,Nigeria,tcb naturals,"[
  ""SIS-402""
]",''
Too Clean Classic Detergent 26 X 180g,Toiletries,Laundry Detergent,Nigeria,Too Clean,"[
  ""EBV-007"",
  ""CTI-077""
]",''
Kellogg's Grain 100 X 40g,Food,Grain & Cereals,Nigeria,Kellogg's,"[
  ""BND-027"",
  ""UVG-019""
]",""""""
Grandios Pap White 20 X 500g,Food,Grain & Cereals,Nigeria,Grandios,"[
  ""PAH-001""
]",''
Famos 100% Sortened Parboiled Rice 50kg,Food,Rice,Nigeria,Famos Rice,"[
  ""HCR-001"",
  ""DWT-001"",
  ""AHM-001""
]",''
Chuk's Hard Lemo-Bitters 12 X 520ml,Beverages,Bitters,Nigeria,Chuk's HARD,"[
  ""WJL-006""
]",""""""
Softcare Premium Soft S 4 X 48pcs,Baby And Toddler,Nappies,Nigeria,Softcare,"[
  ""OPG-016""
]",8850002023246
Cereal Biltz Tom Brown 12 X 500g,Food,Cereals & Granola,Nigeria,Cereal Biltz,"[
  ""RFS-001""
]",''
Chikun Feed Broiler Pellet Super Starter Heat Treated 1 X 25kg,Business & Industrial,Business & Industrial,Nigeria,CHIKUN,"[
  ""HAN-010"",
  ""HEE-010""
]",''
Giacobazzi Rose Spumante Sweet 12 X 750ml,Brand Beverages,Wine,Nigeria,GIACOBAZZI,"[
  ""JIE-016""
]",8003240240390
Cussons Baby Oil Mild & Gentle 12 X 400ml,Toiletries,Body Oil,Nigeria,Cussons baby,"[
  ""OBV-028"",
  ""IIV-007""
]",8934868120601
Chikun Feed Broiler Mash Finisher 1 X 25kg,Business & Industrial,Business & Industrial,Nigeria,CHIKUN,"[
  ""HAN-008"",
  ""HEE-008""
]",''
Rose Select Towel,Home & Garden,Kitchen Paper,Nigeria,Rose,"[
  ""KVL-012"",
  ""MCT-006""
]",''
White Beans Flour 12 X 900g,Food,Cereals & Granola,Nigeria,Zeus Spices,"[
  ""ASC-007""
]",''
Curry Powder 12 X 100g,Food,Seasonings & Spices,Nigeria,Zeus Spices,"[
  ""ASC-002""
]",''
Uma Curry Mix Seasoning Paste 400 X 17.5g,Food,Seasonings & Spices,Nigeria,UMA CURRY MIX,"[
  ""GDL-003""
]",''
Castel Torre Pinot Grigio 6 X 750ml,Beverages,Wine,Nigeria,CASTEL TORRE,"[
  ""BBL-042""
]",''
Heinz Salad Cream Original 5 X 285g,Food,Salad Dressings,Nigeria,Heinz,"[
  ""JBY-001"",
  ""PTV-116"",
  ""DML-001"",
  ""JNL-001""
]",''
Oat Flour 12 X 900g,Food,Oats - Grits & Oatmeal,Nigeria,ARE FOODS,"[
  ""ASC-011""
]",''
Gran Castillo Tempranillo Dry Red Wine 6 X 750ml,Beverages,Wine,Nigeria,GRAN castillo,"[
  ""BBL-001"",
  ""EWG-072"",
  ""BDK-011""
]",''
Spectra Hyfiba Sorghum Soy Meal 5kg,Food,Cereals & Granola,Nigeria,Hyfiba,"[
  ""SPI-010""
]",''
Sanitol Medicated 6 X 76g,Toiletries,Bar Soap,Nigeria, ,"[
  ""FIT-061""
]",''
Nasco Exotic Cream Biscuits 72 X 75g,Food,Biscuits,Nigeria,NASCO,"[
  ""CGT-074"",
  ""AHI-009""
]",''
Cussons Baby Gift Pack X 12,Baby And Toddler,Baby Gift Sets,Nigeria,PZ Cussons,"[
  ""JJS-010""
]",''
Smirnoff Vodka Citrus 12 X 1ltr,Beverages,Vodka,Nigeria,Smirnoff,"[
  ""AIS-037"",
  ""JGL-037"",
  ""FSG-037"",
  ""CFA-037"",
  ""ARN-037"",
  ""SAN-037"",
  ""MVG-037"",
  ""VIC-037"",
  ""TAS-037"",
  ""JDS-037"",
  ""ASG-037"",
  ""MCL-037""
]",''
Cussons Baby Jelly 24 X 210ml,Baby And Toddler,Baby Health,Nigeria,PZ Cussons,"[
  ""JJS-014""
]",''
Virony Smart Baby Diapers 34pcs,Baby And Toddler,Nappies,Nigeria,VIRONY,"[
  ""YAZ-038""
]",''
Kisskids Super Dry Size 4 - 10 X 8pcs,Baby And Toddler,Nappies,Nigeria,Kisskids,"[
  ""BGC-015""
]",''
Hollandia Slim Evaporated Milk 24 X 120g,Food,Canned & Powdered Milk,Nigeria,Hollandia,"[
  ""BGC-009""
]",''
Yoghurt Plain Sweetened 24 X 180ml,Food,Yoghurt,Nigeria,Hollandia,"[
  ""LEV-032"",
  ""DCL-032"",
  ""NCV-032"",
  ""MMS-032""
]",''
Happy Hour Tropical 10 X 1l,Beverages,Fruit-Flavoured Drinks,Nigeria,Chivita,"[
  ""LEV-024"",
  ""NCV-024"",
  ""MMS-024""
]",''
Wafer Cube Yale 36 X 35g,Food,Biscuits,Nigeria,YALE,"[
  ""MBN-009""
]",93632988
Coconut Cookies X 72,Food,Biscuits,Nigeria,YALE,"[
  ""CIL-111""
]",''
Wellness 20g X 24pcs,Brand Beverages,Tea & Infusions,Nigeria,Friska,"[
  ""FFR-011""
]",''
Molfix Pant Jumbo Mini - 68 X 3,Baby And Toddler,Nappies,Nigeria,Molfix,"[
  ""ROM-055""
]",8690536940985
Soft Wave Tissue X 48,Home & Garden,Facial Tissues,Nigeria,Softwave,"[
  ""FS-124""
]",""""""
Sweet Popcorn 14 X 100g,Food,Popcorn,Nigeria,Sweet popcorn,"[
  ""MBN-012""
]",''
Pedro-Test-01, ,Red101 Market,Nigeria, ,"[
  ""pedro-test-02"",
  ""pedro-test-01""
]",''
Dettol Skincare Anti-Bacterial Bar 144 X 75g,Brand Toiletries,Bar Soap,Nigeria,Dettol,"[
  ""TOR-026""
]",9300631442048
Private Gold Ameer Al Oud 24 X 60ml,Brand Toiletries,Perfumery,Nigeria,Private Gold Collection,"[
  ""BPF-019""
]",""""""
Aace Foods Curry Powder 40 X 100g,Brand Food,Herbs & Spices,Nigeria,AACE Foods,"[
  ""AFP-007""
]",''
Nutribom Infant Cereal Multigrain 16 X 350g,Baby And Toddler,Baby Formula,Nigeria,Parle,"[
  ""OMV-023""
]",7896006813280
Diclofenac 10 X 10 X 50mg,Business & Industrial,Medical Supplies,Nigeria,DICLOFENAC,"[
  ""KGE-001""
]",''
Hollandia Yoghurt Plain Sweetened 10 X 1l,Food,Yoghurt,Nigeria,Hollandia,"[
  ""DTS-005"",
  ""AGC-015"",
  ""FIL-014"",
  ""PIP-014"",
  ""DES-008"",
  ""ROV-004"",
  ""LVE-033"",
  ""DUV-014"",
  ""EXS-016"",
  ""SNL-052"",
  ""TSH-015"",
  ""MBE-017"",
  ""OWO-174"",
  ""EJN-014"",
  ""RDB-014"",
  ""GBE-014"",
  ""DIL-009"",
  ""DFM-002"",
  ""KOV-030"",
  ""HOM-131"",
  ""SEI-005"",
  ""TSV-001"",
  ""OBA-014"",
  ""MYJ-014"",
  ""DON-014"",
  ""FNF-014"",
  ""BZG-014"",
  ""MTD-014"",
  ""OAN-334"",
  ""MSM-014"",
  ""MZS-050"",
  ""ODL-001"",
  ""OWV-001"",
  ""LNL-014"",
  ""IHV-001"",
  ""LES-011"",
  ""BVC-001"",
  ""ISE-014"",
  ""NIV-030"",
  ""LIC-001"",
  ""MTU-008"",
  ""FIE-014"",
  ""GTS-014"",
  ""EDB-016"",
  ""DGL-008"",
  ""RVS-021"",
  ""MTS-014"",
  ""BPL-021"",
  ""GPS-049"",
  ""KDS-024"",
  ""NGO-059"",
  ""SEL-001"",
  ""MBE-66"",
  ""NKE-014"",
  ""FIS-014"",
  ""DDD-001"",
  ""MZS-003"",
  ""EWG-007"",
  ""TUC-008"",
  ""AME-005"",
  ""PUM-007"",
  ""OEM-007"",
  ""ABI-008"",
  ""JOV-011"",
  ""AGA-005"",
  ""BTE-008"",
  ""GVF-008"",
  ""KWE-008"",
  ""DEE-011"",
  ""MDN-006"",
  ""DMS-001"",
  ""HIE-005"",
  ""BVS-005"",
  ""PSE-014"",
  ""DGO-217"",
  ""EBF-217"",
  ""GWS-001"",
  ""CGT-014"",
  ""JVS-014"",
  ""LBS-058"",
  ""JCS-030"",
  ""VVW-050"",
  ""DTD-024"",
  ""FEE-005"",
  ""FLI-016"",
  ""RGV-008"",
  ""HPR-016""
]",4872110093422
Chivita Happy Hour Peach Pop 12 X 315ml,Beverages,Juice,Nigeria,Chivita,"[
  ""DTS-112"",
  ""FIL-056"",
  ""MZS-146"",
  ""LES-074"",
  ""ISE-052"",
  ""MTU-184"",
  ""FIE-111"",
  ""EDB-191"",
  ""MTS-123"",
  ""NGO-259"",
  ""WSE-086"",
  ""OKN-122"",
  ""AME-086"",
  ""LBE-072"",
  ""HIE-086"",
  ""BVS-086"",
  ""LBS-100"",
  ""JCS-075"",
  ""VVW-092"",
  ""DTD-068"",
  ""FEE-040"",
  ""FLI-186"",
  ""RGV-184"",
  ""HPR-185""
]",''
Cway Nutri Milk Apple Flavour 12 X 50cl,Beverages,Fruit-Flavoured Drinks,Nigeria,CWAY,"[
  ""DTS-033"",
  ""MAL-018"",
  ""AIN-008"",
  ""DES-021"",
  ""DUV-043"",
  ""TDV-003"",
  ""MTD-076"",
  ""GKK-006"",
  ""RVS-030"",
  ""IFP-009"",
  ""HOM-140"",
  ""AXV-021"",
  ""KMS-029"",
  ""TSV-015"",
  ""AKT-153"",
  ""AAE-017"",
  ""MZS-077"",
  ""TGV-310"",
  ""IHV-023"",
  ""NIV-048"",
  ""SBL-008"",
  ""GGP-007"",
  ""MCT-001"",
  ""EDB-054"",
  ""GRG-006"",
  ""EWG-014"",
  ""BOA-005"",
  ""JCN-005"",
  ""TUC-014"",
  ""JCM-005"",
  ""GSV-003"",
  ""AUN-005"",
  ""FOV-005"",
  ""CTI-009"",
  ""HPS-022"",
  ""PUM-014"",
  ""BHN-029"",
  ""OBQ-022"",
  ""OEM-014"",
  ""RGR-022"",
  ""NOV-003"",
  ""ABI-016"",
  ""CTF-022"",
  ""LTC-022"",
  ""IZE-022"",
  ""GVF-017"",
  ""KWE-016"",
  ""BEN-022"",
  ""DDV-003"",
  ""MOA-004"",
  ""IKE-022"",
  ""MAA-006"",
  ""BBC-022"",
  ""SHN-022"",
  ""DTM-022"",
  ""DZE-022"",
  ""LKH-022"",
  ""FUN-002"",
  ""NDG-013"",
  ""BCI-003"",
  ""DKP-101"",
  ""HOM-140-1"",
  ""VGR-022"",
  ""ANL-002"",
  ""SCE-010"",
  ""SPW-025"",
  ""FLI-054"",
  ""HPR-054""
]",''
Chivita Happy Hour Orange Safari 24 X 90ml,Beverages,Fruit-Flavoured Drinks,Nigeria,Chivita,"[
  ""DTS-018"",
  ""AGC-027"",
  ""OPB-016"",
  ""FIL-027"",
  ""PIP-027"",
  ""LVE-015"",
  ""DUV-027"",
  ""TSH-028"",
  ""MBE-029"",
  ""LAM-007-1"",
  ""LAM-007"",
  ""OWO-187"",
  ""EJN-029"",
  ""RDB-029"",
  ""SEI-013"",
  ""AGT-041"",
  ""MYJ-026"",
  ""MSM-027"",
  ""MZS-063"",
  ""RHL-014"",
  ""LNL-023"",
  ""LES-024"",
  ""BVC-013"",
  ""ISE-027"",
  ""MTU-021"",
  ""FIE-027"",
  ""GTS-027"",
  ""EDB-029"",
  ""MTS-027"",
  ""NGO-072"",
  ""WSE-018"",
  ""SIE-029"",
  ""NKE-029"",
  ""FIS-029"",
  ""OKN-042"",
  ""AME-018"",
  ""LBE-040"",
  ""HIE-018"",
  ""BVS-018"",
  ""PSE-027"",
  ""CGT-026"",
  ""LBS-070"",
  ""JCS-043"",
  ""VVW-062"",
  ""DTD-036"",
  ""FEE-018"",
  ""FLI-029"",
  ""RGV-021"",
  ""HPR-029""
]",''
Cway Table Water 12 X 750ml,Beverages,Water,Nigeria,CWAY,"[
  ""DTS-074"",
  ""MAL-030"",
  ""EIV-026"",
  ""GVL-082"",
  ""TDV-032"",
  ""AWR-010"",
  ""DRH-033"",
  ""IFP-040"",
  ""KOV-019"",
  ""DBG-012"",
  ""HOM-166"",
  ""GGP-141"",
  ""SEI-048"",
  ""OLT-009"",
  ""AAE-060"",
  ""IHV-052"",
  ""NIV-081"",
  ""HPS-026"",
  ""OBQ-026"",
  ""RGR-026"",
  ""ABI-028"",
  ""CTF-026"",
  ""BGM-005"",
  ""LTC-026"",
  ""IZE-026"",
  ""GVF-030"",
  ""KWE-028"",
  ""BEN-026"",
  ""BIV-010"",
  ""IKE-026"",
  ""BBC-026"",
  ""SHN-026"",
  ""DTM-026"",
  ""DZE-026"",
  ""LKH-026"",
  ""FUN-025"",
  ""VGR-026"",
  ""ANL-016"",
  ""MBS-074"",
  ""SCE-028"",
  ""SPW-027"",
  ""VVW-137""
]",''
Brytex Detergent 8 X 450g,Toiletries,Laundry Detergent,Nigeria,Brytex,"[
  ""AMX-005""
]",''
Nutribom Infant Cereal Honey And Wheat 16 X 350g,Baby And Toddler,Baby Formula,Nigeria,Nutribom,"[
  ""KSV-001"",
  ""BEP-003"",
  ""JCL-016""
]",7891000244004
Golden Penny Pure Soya Oil  4 X 5l,Food,Cooking Oils,Nigeria,GOLDEN PENNY,"[
  ""GVL-020-2"",
  ""GVL-020-1"",
  ""EBL-096"",
  ""GVL-020"",
  ""JIL-055""
]",''
Arla Dano Cool Cow Instant Filled Milk Powder 336 X 150g,Food,Canned & Powdered Milk,Nigeria,Dano,"[
  ""VNC-008"",
  ""PSR-002"",
  ""NFS-025"",
  ""OPB-062"",
  ""LVE-073""
]",''
Chi Exotic Pineapple & Coconut Nectar 10 X 1l,Beverages,Juice,Nigeria,Chi,"[
  ""AGC-013"",
  ""FIL-012"",
  ""LVE-107"",
  ""PIP-012"",
  ""DES-006"",
  ""ROV-002"",
  ""DUV-012"",
  ""SNL-039"",
  ""TSH-013"",
  ""MBE-015"",
  ""OWO-172"",
  ""EJN-012"",
  ""RDB-012"",
  ""SIE-012"",
  ""NKE-012"",
  ""FIS-012""
]",''
Quaker Oats Tin 24 X 500g,Food,Oats - Grits & Oatmeal,Nigeria,Quaker,"[
  ""PSR-017"",
  ""RIL-021"",
  ""OIL-019"",
  ""JIL-014"",
  ""IFJ-071"",
  ""ATE-008"",
  ""PDG-008"",
  ""FCC-022"",
  ""FCU-010""
]",''
Chelsea London Dry Gin 12 X 30ml,Beverages,Gin,Nigeria,CHELSEA,"[
  ""SOS-007"",
  ""PGL-012"",
  ""JWE-017"",
  ""ETS-009"",
  ""LMB-012"",
  ""ONT-042"",
  ""DKP-042"",
  ""TNG-016"",
  ""BRL-047"",
  ""TRK-009"",
  ""ENC-012"",
  ""SGN-012""
]",''
Vinko Bond 1 X 5kg,Arts & Entertainment,Crafting Adhesives & Magnets,Nigeria,Vinko Bond,"[
  ""SRN-009""
]",''
Schweppes Soda Water 24 X 33cl,Beverages,Fizzy Drinks,Nigeria,Schweppes,"[
  ""AIN-021"",
  ""DES-030"",
  ""UAL-019"",
  ""OAA-016"",
  ""GVL-027"",
  ""LAM-059"",
  ""CNM-021"",
  ""OWO-083"",
  ""TDV-011"",
  ""GLI-010"",
  ""ARI-007"",
  ""ONT-008"",
  ""JMB-027"",
  ""KMS-002"",
  ""SEI-030"",
  ""TSV-023"",
  ""OBA-025"",
  ""FNF-025"",
  ""BZG-025"",
  ""OAN-345"",
  ""ODL-015"",
  ""AVI-018"",
  ""OAA-016-2"",
  ""OAA-016-1"",
  ""SBL-023"",
  ""GGP-022"",
  ""MTS-052"",
  ""ACV-007"",
  ""GPS-042"",
  ""NGO-144"",
  ""SEL-017"",
  ""WME-009"",
  ""DDD-017"",
  ""MZS-020"",
  ""MGC-027"",
  ""TUC-020"",
  ""CTI-016"",
  ""BHN-002"",
  ""COG-017"",
  ""ANC-021"",
  ""HNE-021"",
  ""FAB-021"",
  ""YAB-014"",
  ""JNE-010"",
  ""EDL-006"",
  ""ACN-005"",
  ""FLI-081"",
  ""HPR-081""
]",5010109225925
Schweppes Virgin Mojito 24 X 33cl,Beverages,Fizzy Drinks,Nigeria,Schweppes,"[
  ""AIN-023"",
  ""DES-032"",
  ""UAL-021"",
  ""OAA-018"",
  ""GVL-029"",
  ""CNM-023"",
  ""TDV-013"",
  ""GLI-012"",
  ""FFN-028"",
  ""ARI-009"",
  ""ONT-010"",
  ""JMB-029"",
  ""KMS-004"",
  ""SEI-032"",
  ""PLT-003"",
  ""DKP-010"",
  ""TSV-025"",
  ""OBA-027"",
  ""FNF-027"",
  ""BZG-027"",
  ""MTD-025"",
  ""OAN-347"",
  ""ODL-017"",
  ""AVI-020"",
  ""TGV-223"",
  ""MTS-054"",
  ""ACV-009"",
  ""GPS-044"",
  ""NGO-146"",
  ""SEL-019"",
  ""WME-011"",
  ""MTW-011"",
  ""SBL-025"",
  ""EDB-083"",
  ""DDD-019"",
  ""AKT-090"",
  ""DBA-010"",
  ""MGC-029"",
  ""TUC-022"",
  ""CTI-018"",
  ""BHN-004"",
  ""COG-019"",
  ""ANC-023"",
  ""HNE-023"",
  ""FAB-023"",
  ""YAB-016"",
  ""JNE-012"",
  ""EDL-008"",
  ""ACN-007"",
  ""MDN-024"",
  ""FLI-083"",
  ""HPR-083""
]",5449000189733
Lipton Peach Flavoured Ice Tea 12 X 50cl,Beverages,Fizzy Drinks,Nigeria,Lipton,"[
  ""DES-038"",
  ""UAL-009"",
  ""LAM-077"",
  ""DRH-029"",
  ""HOM-156"",
  ""GGP-139"",
  ""NIV-067"",
  ""FIE-067"",
  ""NGO-165"",
  ""SPW-021""
]",5000112548167
Top Tea Big Round Bag Of Flavour 40 X 2g,Beverages,Tea & Infusions,Nigeria,Top Tea,"[
  ""LVE-025"",
  ""EXS-051"",
  ""EBL-052"",
  ""TSH-098"",
  ""BGS-129"",
  ""BGS-060"",
  ""PGE-008"",
  ""SOR-010"",
  ""SGM-014"",
  ""SSD-119"",
  ""MMD-142"",
  ""ASY-014"",
  ""XMG-010"",
  ""AJG-010"",
  ""KKG-010"",
  ""TJS-010"",
  ""ASW-053"",
  ""MOE-011"",
  ""BSB-110"",
  ""OAV-010"",
  ""BZS-010"",
  ""JJE-010"",
  ""LRL-010"",
  ""KTV-018"",
  ""SOO-010"",
  ""ODS-010"",
  ""ZFG-010"",
  ""ZDE-009"",
  ""NGE-006"",
  ""AEN-005"",
  ""MMV-009"",
  ""NAH-039"",
  ""AYS-003"",
  ""RVL-018"",
  ""TGE-017""
]",''
Ring Light,Cameras Optics,Studio Light & Flash Accessories,Nigeria,-,"[
  ""MAC-030""
]",''
Cway Nutri Milk Apple Flavour 12 X 50cl,Beverages,Sports & Energy Drinks,Nigeria,CWAY,"[
  ""EIV-012"",
  ""SNL-021"",
  ""GVL-051"",
  ""RTS-001"",
  ""LAM-025"",
  ""MGS-147""
]",The GTIN for 'Cway Nutri Milk Apple Flavour 12 X 50cl' is 6151100234979.
Imagination Esxence Eau De Toilette 12 X 100ml,Toiletries,Perfume & Cologne,Nigeria,IMAGINATION,"[
  ""DAS-052""
]",''
Elixir Light Glutathion 12 X 400ml,Toiletries,Lotions & Moisturisers,Nigeria,Elixir,"[
  ""DAS-044""
]",''
Nivea Perfect And Radiant Eventone 3 In 1 Cleanser 12 X 50ml,Toiletries,Facial Cleansers,Nigeria,Nivea,"[
  ""DAS-031""
]",6005800028053
Dogan's Single Wrapped Cube Sugar 20 X 485g,Brand Manufacturers,Sugar & Sweeteners,Nigeria,Dogan's,"[
  ""DSL-004""
]",8680330670369
